gene	wt	wt_1	wt_2	ko	ko_1	ko_2
Aldoc	114	65	561	78	117	77
Alg1	1524	989	5980	1008	1459	1225
Alg10b	3578	2667	15428	2518	3121	2813
Alg11	1062	793	4596	717	1039	843
Alg12	1133	739	4527	745	1033	742
Alg13	1305	1023	5653	940	1007	979
Alg14	270	164	895	147	183	187
Alg2	1859	1353	8112	1356	1685	1563
Alg3	2257	1619	9244	1451	2010	1646
Alg5	2390	1624	9399	1637	2452	2141
Alg6	759	565	3353	545	646	565
Alg8	2533	1651	10325	1646	2145	1699
Alg9	1640	1188	6873	1098	1471	1344
Alk	1	0	0	0	0	0
Alkbh1	2362	1689	10119	1658	2331	1957
Alkbh2	950	648	3624	677	871	748
Alkbh3	1270	926	5156	858	1181	961
Alkbh4	928	582	3549	596	850	659
Alkbh5	12632	8718	51723	8080	9958	9422
Alkbh6	1304	967	5435	850	1300	982
Alkbh7	911	571	3551	572	887	655
Alkbh8	1383	1030	5940	926	1065	1030
Allc	0	0	0	0	0	0
Alms1	1524	1139	7124	1008	976	988
Alms1-ps2	3	2	2	0	3	0
Alox12	1	0	15	3	11	16
Alox12b	9	9	68	1	13	10
Alox12e	0	0	1	0	0	1
Alox15	4	2	15	2	2	5
Alox5	10	10	42	10	32	70
Alox5ap	11	19	51	7	31	39
Alox8	25	13	80	22	22	22
Aloxe3	5	3	21	2	8	4
Alpi	0	0	0	0	0	0
Alpk1	33	29	110	21	31	20
Alpk2	60	82	318	50	73	117
Alpk3	26	20	133	16	28	27
Alpl	1696	1111	6993	1169	2413	1335
Alppl2	0	0	0	0	0	0
Als2	1832	1431	7968	1237	1650	1533
Als2cl	8355	5552	35991	5308	9268	6915
Als2cr11	4	2	17	1	4	0
Als2cr12	1	1	6	2	0	1
Alx1	0	0	0	0	0	0
Alx3	0	0	0	0	0	0
Alx4	1	0	2	2	0	0
Alyref	11370	8456	48234	7673	9730	8903
Alyref2	143	130	646	108	173	151
Amacr	447	305	1638	295	368	322
Ambn	0	0	0	0	0	0
Ambp	0	0	0	0	0	0
Ambra1	5323	3728	22811	3269	4600	3553
Amd1	0	0	0	0	0	0
Amd2	0	0	0	0	0	0
Amdhd1	24	8	103	7	12	8
Amdhd2	1196	811	4623	754	1214	955
Amelx	0	0	0	0	0	0
Amer1	871	651	3846	571	885	610
Amer2	0	0	1	0	0	0
Amer3	0	0	0	0	0	0
Amfr	8762	6372	37734	5867	9192	7180
Amh	120	77	385	55	77	71
Amhr2	11	8	40	8	16	5
Amica1	780	689	4300	357	514	433
Amigo1	406	271	1471	242	250	219
Amigo2	357	224	1318	215	428	333
Amigo3	565	385	2434	367	567	436
Ammecr1	1244	982	5692	853	861	909
Ammecr1l	3344	2322	15065	2213	2928	2570
Amn	38	23	148	24	30	37
Amn1	135	110	473	98	147	99
Amot	12	8	54	10	10	13
Amotl1	39	37	204	26	29	32
Amotl2	2	10	30	3	23	7
Ampd1	8	3	51	4	9	10
Ampd2	10367	7612	42941	6630	8202	7636
Ampd3	253	210	1116	178	245	194
Amph	1	0	10	1	1	2
Amt	62	36	224	31	76	38
Amtn	0	0	0	0	0	0
Amy1	4	1	6	0	0	0
Amy2a2	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0
Amy2b	0	0	0	0	0	0
Amz1	571	357	2177	379	441	501
Amz2	1399	949	6355	973	1434	1080
Anapc1	16634	11858	70685	11065	12732	11676
Anapc10	771	533	3006	517	593	548
Anapc11	2923	2150	12533	2002	2713	2431
Anapc13	1552	984	6250	966	1485	1181
Anapc15	2901	2099	11348	2023	2502	2146
Anapc16	2101	1490	8189	1346	1946	1584
Anapc2	5088	3684	22323	3194	5204	4140
Anapc4	4110	2891	17011	2688	3793	3225
Anapc5	23270	16454	93748	15203	18986	16944
Anapc7	3892	2691	15659	2388	3289	2819
Ang	0	0	3	0	4	4
Ang2	0	0	0	0	0	0
Ang3	0	0	0	0	0	0
Ang4	1	0	1	0	0	0
Ang5	0	0	0	0	0	0
Ang6	0	0	0	0	0	0
Angel1	882	550	3303	539	710	599
Angel2	4086	2961	17193	2701	3895	3289
Angpt1	13	0	67	9	55	38
Angpt2	19	13	56	20	10	7
Angpt4	0	0	4	0	0	0
Angptl1	2	2	11	1	2	1
Angptl2	1218	909	7441	869	2000	1228
Angptl3	1	0	1	1	1	0
Angptl4	803	580	3563	469	559	441
Angptl6	64	51	306	35	62	62
Angptl7	2	1	20	0	2	1
Ank	1731	1283	5509	1011	1260	1015
Ank1	16	7	44	8	20	27
Ank2	0	0	1	1	0	0
Ank3	0	0	8	1	7	2
Ankar	0	0	0	0	0	0
Ankdd1b	102	65	416	59	102	100
Ankef1	0	0	0	0	0	0
Ankfn1	0	0	0	0	0	1
Ankfy1	5706	4121	24559	3589	5012	4325
Ankhd1	9311	6848	41273	6138	7100	6409
Ankib1	4850	3619	21572	3380	4989	4320
Ankk1	0	0	0	0	0	0
Ankle1	1361	893	6111	825	746	815
Ankle2	4459	3308	19741	3071	4203	3537
Ankmy1	17	5	51	10	10	8
Ankmy2	1439	1028	6016	1005	1317	984
Ankra2	927	637	3801	559	843	709
Ankrd1	0	1	0	0	0	0
Ankrd10	5469	3710	23102	3607	5182	4199
Ankrd11	13192	9519	59930	8630	11777	9825
Ankrd12	1884	1367	8130	1291	2094	1595
Ankrd13a	7741	5586	33444	5210	6909	5975
Ankrd13b	7092	5106	30472	4465	5073	4240
Ankrd13c	3453	2523	14610	2329	3063	2610
Ankrd13d	228	157	876	159	244	209
Ankrd16	907	649	3981	597	1027	711
Ankrd17	14492	10421	64015	9441	11016	10253
Ankrd2	1	0	3	0	0	0
Ankrd22	0	2	1	1	0	0
Ankrd23	655	445	2906	440	718	531
Ankrd24	197	138	879	140	199	204
Ankrd26	2160	1569	8531	1413	1405	1455
Ankrd27	7271	5277	30754	4853	6075	5428
Ankrd28	5259	3904	22095	3757	4448	4254
Ankrd29	40	32	185	21	32	32
Ankrd32	3334	2416	14204	2311	2730	2546
Ankrd33	0	0	0	0	0	0
Ankrd33b	34	33	218	24	49	87
Ankrd34a	7	3	34	0	3	8
Ankrd34b	17	11	72	10	22	14
Ankrd34c	0	0	0	0	0	0
Ankrd35	1	0	11	0	5	4
Ankrd36	0	0	2	0	0	0
Ankrd37	307	214	1173	186	212	216
Ankrd39	1161	743	4431	690	1109	837
Ankrd40	5055	3513	20410	3272	4756	3912
Ankrd42	15	11	38	12	15	6
Ankrd44	8613	5625	36107	5553	8824	6260
Ankrd45	1	4	1	0	1	1
Ankrd46	3116	2230	12761	1939	3153	2708
Ankrd49	1357	1012	5999	961	1353	1133
Ankrd50	1094	759	4348	734	1026	901
Ankrd52	13188	9760	61322	8654	10217	9939
Ankrd53	29	23	171	45	38	54
Ankrd54	1711	1200	7206	1031	1481	1354
Ankrd55	55	45	296	38	55	43
Ankrd6	114	99	490	72	126	106
Ankrd60	0	0	1	1	0	0
Ankrd61	29	20	142	22	25	17
Ankrd63	1	0	8	0	0	3
Ankrd66	0	0	0	0	1	0
Ankrd7	0	0	8	0	0	0
Ankrd9	660	427	2583	385	484	493
Anks1	3897	2866	17199	2602	4007	3385
Anks1b	0	0	1	0	2	0
Anks3	1676	1045	6744	974	1648	1336
Anks4b	0	0	0	0	0	0
Anks6	2	3	13	1	0	0
Ankub1	0	0	0	0	0	0
Ankzf1	1041	772	4449	676	1063	886
Anln	996	744	5062	717	644	782
Ano1	0	0	0	1	1	0
Ano10	553	452	2355	371	488	407
Ano2	0	0	0	0	0	0
Ano3	0	0	1	0	0	0
Ano4	2	0	0	0	0	4
Ano5	0	0	1	0	0	0
Ano6	3593	2646	15769	2402	3380	2850
Ano7	22	14	112	12	14	26
Ano8	1137	885	5127	767	1135	910
Ano9	1	1	6	2	3	1
Anp32a	24757	16564	101259	16477	24908	20590
Anp32b	38750	26702	161924	25904	36662	31887
Anp32e	22482	16219	96424	15315	21170	19289
Anpep	4	5	23	4	16	55
Antxr1	7	11	33	7	10	6
Antxr2	629	435	2422	353	587	500
Antxrl	0	0	0	0	0	0
Anxa1	6	13	41	12	33	27
Anxa10	0	0	0	0	0	0
Anxa11	3303	2332	13870	2068	3208	2745
Anxa13	0	0	0	0	0	0
Anxa2	390	345	1537	257	907	838
Anxa3	155	92	633	148	204	168
Anxa4	265	234	1144	196	342	485
Anxa5	2192	1377	8436	1419	2558	2021
Anxa6	7558	5528	32458	5503	10311	9503
Anxa7	3828	2723	15527	2587	3913	3447
Anxa8	0	0	2	0	0	1
Anxa9	127	97	413	60	114	75
Aoah	7	4	4	15	11	24
Aoc1	0	0	0	0	0	0
Aoc2	1976	1448	8805	1345	1600	1353
Aoc3	193	104	777	120	109	126
Aox1	1	0	4	0	0	0
Aox2	6	5	17	4	4	2
Aox3	0	0	1	0	1	0
Aox4	3	0	5	0	1	1
Ap1ar	5409	3793	23001	3453	4444	3934
Ap1b1	8748	6034	37425	5571	7817	6611
Ap1g1	9208	6415	39851	6245	7765	6895
Ap1g2	4589	3152	18711	3031	4215	3475
Ap1m1	6752	4857	26987	4212	5821	4989
Ap1m2	45	39	188	42	53	37
Ap1s1	5144	3582	20222	3158	4279	3882
Ap1s2	680	517	3053	425	777	632
Ap1s3	1810	1345	7600	1260	1418	1310
Ap2a1	8100	5891	33599	5041	6729	5804
Ap2a2	7113	5241	29912	4762	6398	5552
Ap2b1	11046	7802	47727	7322	10662	8887
Ap2m1	8344	5702	34490	5185	7580	6401
Ap2s1	5525	3723	21629	3336	5051	4364
Ap3b1	6427	4302	28605	4202	5971	5055
Ap3b2	0	0	0	0	0	0
Ap3d1	6063	4427	25663	3899	5635	4843
Ap3m1	2530	1811	10386	1775	2365	1997
Ap3m2	318	249	1321	197	384	282
Ap3s1	1467	993	6319	922	1259	1027
Ap3s2	3091	2163	13150	1974	2854	2160
Ap4b1	1387	1049	5742	819	1242	1072
Ap4e1	2052	1492	8873	1448	1830	1584
Ap4m1	912	595	3666	580	711	594
Ap4s1	1416	1011	5836	991	1413	1124
Ap5b1	756	547	3146	504	834	705
Ap5m1	1393	865	5635	941	1181	950
Ap5s1	519	339	2109	304	442	376
Ap5z1	1343	924	5468	838	1325	1022
Apaf1	3062	2148	12595	1727	2102	2124
Apba1	5	6	12	2	24	10
Apba2	0	1	1	0	1	0
Apba3	1830	1361	7246	1140	1817	1504
Apbb1	21	16	81	18	42	29
Apbb1ip	5451	3727	21319	3741	5061	3971
Apbb2	130	102	426	93	64	54
Apbb3	1323	970	5469	867	1380	1083
Apc	4182	3018	18925	2875	3291	3165
Apc2	14	9	45	8	10	12
Apcdd1	45	32	171	27	26	14
Apcs	0	0	1	0	0	0
Apeh	4908	3364	19958	3151	4723	3990
Apela	0	0	0	0	0	0
Apex1	3334	2305	13093	2125	2982	2398
Apex2	1342	964	5646	870	1084	1045
Aph1a	1565	1102	6562	982	1520	1240
Aph1b	30	20	85	14	14	12
Aph1c	6	10	40	10	6	10
Api5	16020	11240	66111	10635	13497	12171
Apip	676	457	2785	412	571	486
Apitd1	1730	1074	6970	1113	1215	1158
Aplf	818	560	3063	482	627	574
Apln	27	18	75	19	9	6
Aplnr	0	0	0	1	2	0
Aplp1	100	71	358	72	150	138
Aplp2	3657	2644	14625	2455	3310	3003
Apmap	1850	1395	7674	1191	1784	1696
Apoa1	0	3	2	0	4	0
Apoa1bp	951	750	4621	641	1122	861
Apoa2	15	6	96	10	19	28
Apoa4	0	0	0	0	0	0
Apoa5	2	0	0	0	1	0
Apob	0	0	1	0	0	0
Apobec1	88	44	390	37	113	50
Apobec2	29	22	157	18	41	16
Apobec3	9682	6872	39472	5774	8237	7514
Apobec4	0	0	0	0	0	0
Apobr	327	233	1449	234	279	295
Apoc1	0	0	2	0	0	0
Apoc2	0	0	0	0	0	0
Apoc3	0	0	0	0	0	0
Apoc4	0	0	0	0	1	0
Apoc4-apoc2	0	0	0	0	0	0
Apod	0	0	1	0	0	1
Apoe	781	560	3770	536	769	700
Apof	1	0	3	0	1	1
Apoh	1	0	3	1	1	0
Apol10a	0	0	0	0	0	0
Apol10b	11	10	25	6	148	51
Apol11a	0	0	0	0	1	7
Apol11b	0	0	0	1	33	34
Apol6	0	0	1	0	1	0
Apol7a	0	0	1	0	0	0
Apol7b	2	6	12	1	0	0
Apol7c	166	270	546	170	662	538
Apol7d	0	0	0	0	0	0
Apol7e	300	190	1215	160	422	259
Apol8	12	2	26	7	12	12
Apol9a	0	0	1	0	2	0
Apol9b	0	1	12	0	5	6
Apold1	17	12	78	12	21	22
Apom	15	10	67	8	20	11
Apon	55	43	249	39	53	41
Apoo	140	87	553	109	115	94
Apoo-ps	0	0	0	0	0	0
Apool	1054	700	4229	711	1032	807
Apopt1	2066	1444	8228	1352	1946	1519
App	168	140	501	164	326	472
Appbp2	3860	2852	16067	2555	3019	2918
Appbp2os	33	21	240	27	52	53
Appl1	3813	2920	17698	2676	3557	3221
Appl2	296	214	1358	238	239	262
Aprt	9607	6619	35337	5959	8011	7345
Aptx	1251	977	5325	872	1150	962
Aqp1	12	3	76	10	64	83
Aqp11	37	17	118	15	36	12
Aqp12	0	0	0	0	0	0
Aqp2	0	0	0	0	0	0
Aqp3	72	32	293	50	95	82
Aqp4	0	1	1	1	0	1
Aqp5	0	0	0	0	0	0
Aqp6	0	0	0	0	0	0
Aqp7	14	11	47	13	21	5
Aqp8	0	0	0	0	0	0
Aqp9	40	34	143	26	56	60
Aqr	13845	9839	57310	9336	11337	9832
Ar	392	250	1717	169	324	326
Araf	5449	3798	22890	3401	4862	4012
Arap1	3598	2564	15772	2339	3394	3135
Arap2	1664	1315	6656	1138	2092	1956
Arap3	31	20	186	29	84	82
Arc	435	318	2114	214	266	205
Arcn1	11918	8276	49296	7998	10198	8816
Areg	23	10	119	10	32	13
Arel1	5219	3639	22564	3415	5202	3852
Arf1	27912	19708	111741	18491	26038	22707
Arf2	692	514	2772	455	649	582
Arf3	17120	11588	75681	11546	16452	13327
Arf4	6992	4985	28774	4478	6804	5594
Arf5	8483	5797	35258	5201	7910	6437
Arf6	20491	15638	87880	13538	19452	17654
Arfgap1	4028	2987	17015	2508	3692	3101
Arfgap2	8250	5845	34398	5275	7287	6216
Arfgap3	421	315	1849	283	419	369
Arfgef1	10189	7287	42506	6626	8912	7700
Arfgef2	5728	3998	23233	3636	4658	4111
Arfgef3	43	23	284	34	37	29
Arfip1	2677	1871	10934	1833	2487	2230
Arfip2	3250	2273	13486	2144	2864	2373
Arfrp1	4101	2939	16431	2672	3963	3208
Arg1	11	4	94	9	20	10
Arg2	10	1	24	3	8	6
Arglu1	7264	5154	30965	5006	6950	5656
Arhgap1	5786	4056	23851	3681	5288	4312
Arhgap10	1564	1160	6353	1012	1214	1130
Arhgap11a	5312	3850	24034	3651	3411	3818
Arhgap12	1092	741	4528	720	1058	851
Arhgap15	2467	1680	10260	1525	2141	1413
Arhgap15os	1	0	2	0	0	0
Arhgap17	2679	1817	11816	1618	2517	1974
Arhgap18	399	268	1720	275	395	297
Arhgap19	1038	679	4243	669	543	668
Arhgap20	46	34	329	29	68	25
Arhgap20os	1	0	8	2	2	0
Arhgap21	2174	1568	9423	1477	1364	1419
Arhgap22	11	13	52	19	15	24
Arhgap23	14	9	85	17	25	50
Arhgap24	32	18	119	20	25	11
Arhgap25	884	656	4110	619	1080	886
Arhgap26	689	541	3462	495	672	516
Arhgap27	3687	2579	15801	2282	3493	2854
Arhgap27os3	830	609	3979	542	949	681
Arhgap28	7	4	11	7	8	9
Arhgap29	541	363	2147	378	237	349
Arhgap30	12746	9318	57477	8928	13850	11165
Arhgap31	1943	1455	10002	1476	1749	1567
Arhgap32	22	19	128	20	12	30
Arhgap33	225	169	1174	156	149	165
Arhgap33os	0	0	1	0	0	0
Arhgap35	2843	1920	11523	1779	2138	1842
Arhgap36	1	0	3	0	2	0
Arhgap39	1709	1218	7946	1142	1504	1325
Arhgap4	3629	2388	18214	2296	4503	2946
Arhgap40	1	3	5	0	1	0
Arhgap42	0	0	0	0	0	0
Arhgap44	8	3	29	9	21	5
Arhgap5	1087	784	4142	683	798	678
Arhgap6	6	5	56	5	23	28
Arhgap8	2	2	7	0	0	4
Arhgap9	8603	5905	37845	5639	8939	7071
Arhgdia	52669	36412	207478	32488	44588	39340
Arhgdib	23201	15525	93570	14479	23114	17798
Arhgdig	493	316	1447	328	281	408
Arhgef1	41820	29111	182823	26226	41664	31632
Arhgef10	400	304	1820	271	482	347
Arhgef10l	15	13	58	10	11	17
Arhgef11	527	353	2065	343	436	332
Arhgef12	1838	1402	6813	1204	1423	1214
Arhgef15	0	0	1	0	0	0
Arhgef16	1	0	8	1	6	5
Arhgef17	113	94	648	59	62	56
Arhgef18	1847	1208	8752	1240	2518	1509
Arhgef19	2	2	2	20	5	0
Arhgef2	11762	8552	54305	7956	11094	9624
Arhgef25	20	20	85	17	22	25
Arhgef26	10	4	27	6	7	16
Arhgef28	0	0	10	4	1	6
Arhgef3	8634	5634	34209	5117	7487	4568
Arhgef33	11	15	74	8	18	12
Arhgef37	0	0	0	1	0	0
Arhgef38	0	0	0	0	0	0
Arhgef39	98	49	347	53	64	59
Arhgef4	629	471	2778	406	568	422
Arhgef40	46	47	223	42	119	115
Arhgef5	114	101	574	70	200	144
Arhgef6	3627	2483	15421	2538	3569	2581
Arhgef7	5350	3822	21944	3443	4644	3756
Arhgef9	221	133	734	147	165	104
Arid1a	18537	13160	84543	12013	15631	12904
Arid1b	5385	3993	23721	3471	4315	3587
Arid2	5417	3850	23978	3566	4546	3846
Arid3a	1344	1102	6745	897	1214	1232
Arid3b	1407	989	6628	865	1325	1044
Arid3c	0	1	1	0	0	1
Arid4a	4766	3457	18677	3059	4005	3847
Arid4b	2747	1921	12455	1851	2859	2214
Arid5a	3684	2890	17144	2585	4667	4980
Arid5b	1215	971	5092	1046	1294	1523
Arih1	11296	8132	47509	7538	10136	8566
Arih2	3437	2486	14992	2232	3407	2858
Arl1	3671	2627	14914	2384	3163	2775
Arl10	97	70	439	78	147	119
Arl11	1	0	6	4	4	2
Arl13a	2	0	18	0	4	1
Arl13b	1278	912	5326	798	1113	822
Arl14	9	6	51	7	15	2
Arl14ep	1836	1320	8134	1253	1974	1654
Arl14epl	3	0	1	0	0	0
Arl15	429	318	1960	343	502	384
Arl16	627	437	2411	376	539	409
Arl2	1509	975	5445	834	1229	976
Arl2bp	4133	2736	16438	2585	3698	3168
Arl3	1196	810	5309	798	1130	983
Arl4a	614	425	2328	410	708	518
Arl4c	1968	1369	8292	1351	2690	2137
Arl4d	110	85	428	57	89	61
Arl5a	4528	3391	19862	3480	4433	4069
Arl5b	1541	1055	7325	1081	1282	1177
Arl5c	605	356	2584	351	754	426
Arl6	298	244	1007	168	212	207
Arl6ip1	7542	5368	33173	5120	9177	7469
Arl6ip4	4530	3121	19249	3059	4220	3785
Arl6ip5	6408	4340	25136	4011	6393	5356
Arl6ip6	3142	2140	13145	2059	2620	2559
Arl8a	1341	1008	5040	865	1427	1242
Arl8b	5670	4161	24458	4027	5543	4772
Arl9	3	1	19	3	4	4
Armc1	4295	3075	17476	2986	3826	3332
Armc10	3842	2752	15515	2655	3821	3199
Armc12	3	3	15	0	5	2
Armc2	6	6	38	4	4	7
Armc3	4	1	9	0	7	4
Armc4	0	0	0	0	0	0
Armc5	3039	2115	12630	1915	2590	2290
Armc6	1717	1325	6932	1137	1563	1397
Armc7	1312	921	4997	778	1221	946
Armc8	3561	2486	14291	2399	3316	2916
Armc9	545	403	2193	332	508	359
Armcx1	42	27	218	40	38	19
Armcx2	588	411	1998	401	491	481
Armcx3	300	242	1408	237	260	296
Armcx4	417	295	1951	253	270	304
Armcx5	572	428	2403	415	568	429
Armcx6	419	353	1849	316	301	442
Armt1	1398	1040	5922	935	1360	1076
Arnt	2510	1788	11160	1749	2555	2093
Arnt2	69	41	160	28	87	82
Arntl	662	452	2885	469	659	494
Arntl2	13	5	27	5	11	8
Arpc1a	4919	3144	19269	3037	4127	3604
Arpc1b	26503	18094	105501	16047	24484	21084
Arpc2	33115	22639	134560	21365	31664	25117
Arpc3	9421	6191	37593	5796	9048	7260
Arpc4	10828	7624	44987	7047	10492	8745
Arpc5	17810	12437	73926	11431	17177	14533
Arpc5l	4515	3324	18000	3104	4114	3742
Arpin	0	3	8	0	1	4
Arpp19	7140	5004	28596	4549	6602	5886
Arpp21	2	2	14	2	2	3
Arr3	2	0	6	0	0	1
Arrb1	1486	1055	6229	1029	1242	1153
Arrb2	5196	3642	21523	3416	4924	4329
Arrdc1	2201	1464	9391	1376	2286	1838
Arrdc2	896	634	3040	487	828	654
Arrdc3	418	281	1732	258	502	276
Arrdc4	71	59	359	59	352	134
Arrdc5	1	0	0	0	0	0
Arsa	524	353	1982	330	506	447
Arsb	847	716	3605	525	585	460
Arsg	103	59	522	69	73	68
Arsi	0	0	0	0	0	0
Arsj	0	0	0	0	0	0
Arsk	200	122	838	126	203	152
Art1	1	1	7	0	1	2
Art2a-ps	32	12	166	15	65	30
Art2b	507	371	2387	402	672	346
Art3	8	3	23	12	9	8
Art4	25	15	73	14	21	19
Art5	18	6	40	4	11	8
Artn	1	0	0	0	1	1
Arv1	657	491	2706	398	611	510
Arvcf	190	164	875	158	169	159
Arx	0	2	16	2	1	3
Arxes1	3	1	8	0	0	1
Arxes2	124	104	641	109	138	122
As3mt	427	359	1460	359	608	463
Asah1	1137	747	4310	771	1063	832
Asah2	112	92	467	72	111	68
Asap1	4198	2856	20359	2694	4295	2837
Asap2	524	335	2170	339	411	351
Asap3	85	45	211	37	15	11
Asb1	964	726	3996	630	904	802
Asb10	0	0	3	0	0	0
Asb11	0	0	1	0	0	2
Asb12	0	0	0	0	0	0
Asb13	1083	676	4277	651	1200	795
Asb14	4	8	30	6	15	6
Asb15	0	0	0	0	1	0
Asb16	5	4	18	1	4	8
Asb17	0	0	3	2	0	0
Asb17os	0	0	0	0	1	0
Asb18	0	0	0	0	0	0
Asb2	301	275	1744	199	504	590
Asb3	1242	779	4814	760	1105	901
Asb4	0	0	0	0	0	1
Asb5	7	9	26	4	15	3
Asb6	3203	2270	12623	1955	2756	2203
Asb7	894	667	3916	608	875	834
Asb8	1248	859	5057	834	1211	966
Asb9	0	0	0	0	0	0
Ascc1	1022	708	4306	674	1054	831
Ascc2	4936	3463	21139	3246	4429	3866
Ascc3	4220	3020	18356	2934	3396	2997
Ascl1	0	0	6	0	0	0
Ascl2	12	6	27	10	24	19
Ascl3	3	4	7	2	5	0
Ascl4	14	8	66	13	10	5
Ascl5	0	0	0	0	0	0
Asf1a	3396	2406	13644	2220	2621	2399
Asf1b	4509	3028	18479	2673	2870	2982
Asgr1	1	1	6	3	1	3
Asgr2	2	4	12	3	2	0
Ash1l	4204	3018	18718	2975	4055	3391
Ash2l	5726	4141	24184	3889	4994	4422
Asic1	156	100	603	99	171	114
Asic2	0	0	0	0	0	0
Asic3	11	8	61	10	23	12
Asic4	1	3	6	3	3	1
Asic5	0	0	1	0	0	0
Asl	1360	924	5542	858	1357	1206
Asmt	13	13	56	6	9	5
Asna1	5669	3658	20992	3379	4674	3893
Asns	1277	1027	4430	890	1019	1318
Asnsd1	6444	4734	28046	4705	5965	4871
Aspa	0	0	0	0	3	4
Aspdh	0	0	2	0	0	0
Aspg	0	0	0	0	0	0
Asph	86	48	267	73	103	86
Asphd1	5	6	50	7	17	10
Asphd2	0	0	10	0	3	2
Aspm	1642	1180	7910	1050	804	1094
Aspn	6	5	20	5	8	2
Asprv1	12	5	27	3	8	10
Aspscr1	3796	2691	16325	2475	3731	3177
Asrgl1	1101	764	4381	718	906	862
Ass1	1	0	6	2	3	0
Aste1	1049	737	4278	641	766	644
Astl	6	2	22	0	6	4
Astn1	0	0	0	0	0	1
Astn2	0	0	0	0	0	0
Asun	4844	3296	19305	3243	3921	3547
Asxl1	8859	6464	39930	5950	8056	7244
Asxl2	4689	3389	20694	3092	3771	3433
Asxl3	0	0	0	0	0	0
Asz1	0	0	0	0	0	0
Atad1	6222	4413	26209	4433	6411	5315
Atad2	16260	11420	69810	10657	10468	10769
Atad2b	3059	2285	14445	2068	2755	2283
Atad3a	14054	10421	56762	9103	12391	10840
Atad3aos	28	13	107	14	33	25
Atad5	5628	4104	25610	3784	3756	3858
Atat1	299	231	1311	198	298	221
Atcay	373	275	2044	237	386	222
Atcayos	1	2	5	3	3	1
Ate1	2664	1852	10974	1672	2198	1804
Atf1	5510	3913	23393	3767	5035	4228
Atf2	3333	2325	14364	2365	3067	2544
Atf3	5152	4129	22350	3028	5843	5439
Atf4	19252	13333	74882	12042	15938	13797
Atf5	926	603	3815	507	684	618
Atf6	2686	2043	11517	1841	1921	1987
Atf6b	6623	4617	26798	4131	6093	4874
Atf7	2767	1998	12839	1948	2572	2191
Atf7ip	3391	2354	13043	2092	2747	2244
Atf7ip2	0	1	3	1	0	0
Atg10	177	151	806	112	161	134
Atg101	1581	1074	6010	887	1264	1188
Atg12	1426	1038	6044	960	1494	1121
Atg13	2951	1949	11996	1706	2884	1961
Atg14	504	319	2201	308	462	371
Atg16l1	3375	2309	14103	2107	3057	2543
Atg16l2	1873	1312	7734	1129	1817	1479
Atg2a	3455	2320	13801	1971	2949	2487
Atg2b	6667	4862	27911	4475	5429	4830
Atg3	3851	2785	15796	2510	3561	2941
Atg4a	157	115	559	81	101	115
Atg4b	3183	2159	12604	1986	2740	2281
Atg4c	94	67	280	58	77	80
Atg4d	2117	1372	8154	1276	1887	1556
Atg5	2551	1701	10472	1690	2272	2008
Atg7	2193	1575	9196	1426	2078	1577
Atg9a	844	519	3442	489	773	668
Atg9b	997	698	4391	638	691	633
Athl1	745	467	2933	494	736	570
Atic	24429	17051	93952	15762	20383	18054
Atl1	10	8	65	8	25	14
Atl2	2930	1996	11705	1951	2457	2259
Atl3	10017	6582	41846	6709	8978	7477
Atm	9779	6815	42472	6437	6925	5945
Atmin	4074	2772	18926	2623	3862	3308
Atn1	11683	8202	45064	7062	8201	7335
Atoh1	0	0	0	0	0	0
Atoh7	0	1	3	0	1	0
Atoh8	12	21	115	8	25	27
Atox1	1622	1183	6228	990	1473	1310
Atp10a	4615	3492	20334	2804	3155	3097
Atp10b	0	0	0	0	0	0
Atp10d	898	623	3782	609	881	645
Atp11a	8895	6829	37981	5568	6483	5673
Atp11b	10174	7195	45937	7383	11441	9614
Atp11c	2940	2258	12945	2108	2747	2358
Atp12a	0	3	2	0	0	1
Atp13a1	10949	8052	47109	7225	10097	8013
Atp13a2	2459	1719	10147	1595	2257	1863
Atp13a3	13988	10206	62536	10095	11970	11421
Atp13a4	0	0	0	0	0	2
Atp13a5	0	0	0	0	0	0
Atp1a1	45768	32922	193550	31067	48016	38481
Atp1a2	2	1	10	2	2	4
Atp1a3	48	34	344	36	39	56
Atp1a4	0	0	0	0	0	2
Atp1b1	1493	1005	6906	1008	1020	896
Atp1b2	16	8	33	8	13	23
Atp1b3	16271	11147	64446	11140	17221	13696
Atp1b4	0	0	0	0	0	0
Atp2a1	49	32	229	34	84	40
Atp2a2	29591	22365	126767	20441	25602	24761
Atp2a3	9675	6928	47163	6358	8728	7685
Atp2b1	4130	3241	19207	2954	3887	3707
Atp2b2	2	2	4	0	11	5
Atp2b3	0	0	1	0	0	0
Atp2b4	365	402	1898	333	786	1331
Atp2c1	4166	2935	17312	2709	3763	3299
Atp2c2	0	0	0	0	1	0
Atp4a	13	2	15	6	10	7
Atp4b	13	6	32	8	3	7
Atp5a1	75202	52671	307564	49679	66600	58329
Atp5b	102345	71982	403944	65219	89861	79734
Atp5c1	12935	8840	51244	8093	11447	9830
Atp5d	15981	11116	62410	9945	14733	12821
Atp5e	8683	6035	32154	5055	8137	6795
Atp5f1	15390	10521	59023	9402	13387	11484
